name	true_count
ENST00000341028.8	0.0
ENST00000614300.4	0.0
ENST00000617444.4	0.0
ENST00000611123.1	0.0
ENST00000481276.1	0.0
ENST00000356200.7	0.0
ENST00000463652.5	0.0
ENST00000356937.7	0.0
ENST00000378638.6	0.0
ENST00000509982.5	0.0
ENST00000404249.7	3.0
ENST00000460465.5	4.0
ENST00000357760.6	0.0
ENST00000358779.9	2.0
ENST00000378633.5	0.0
ENST00000478901.1	0.0
ENST00000468397.1	0.0
ENST00000491311.1	0.0
ENST00000495016.5	0.0
ENST00000468800.5	0.0
ENST00000464748.1	0.0
ENST00000489300.1	0.0
ENST00000492390.5	0.0
ENST00000474916.1	0.0
ENST00000479362.1	0.0
ENST00000498810.1	0.0
ENST00000487462.1	0.0
ENST00000598846.1	11.0
ENST00000577672.1	0.0
ENST00000417099.1	0.0
ENST00000647043.1	0.0
ENST00000355439.7	0.0
ENST00000643905.1	0.0
ENST00000475229.2	0.0
ENST00000480499.5	0.0
ENST00000464373.1	0.0
ENST00000439272.6	1.0
ENST00000378592.1	0.0
ENST00000640949.1	0.0
ENST00000639625.1	0.0
ENST00000639070.1	0.0
ENST00000468310.5	0.0
ENST00000461106.6	0.0
ENST00000478770.6	0.0
ENST00000606533.1	0.0
ENST00000469733.5	0.0
ENST00000497675.2	0.0
ENST00000401813.7	0.0
ENST00000487186.5	0.0
ENST00000514625.1	0.0
ENST00000607031.1	0.0
ENST00000378513.7	7.0
ENST00000378518.5	0.0
ENST00000605895.5	30.0
ENST00000306256.13	0.0
ENST00000493207.1	0.0
ENST00000378512.5	18.0
ENST00000443438.5	0.0
ENST00000488353.2	0.0
ENST00000462129.1	0.0
ENST00000288774.7	0.0
ENST00000447513.6	0.0
ENST00000507596.5	0.0
ENST00000487804.1	0.0
ENST00000477045.1	0.0
ENST00000457440.1	0.0
ENST00000463591.1	0.0
ENST00000471223.1	0.0
ENST00000624167.1	0.0
ENST00000423764.5	0.0
ENST00000378251.2	0.0
ENST00000378230.7	0.0
ENST00000338895.7	0.0
ENST00000378209.7	0.0
ENST00000491998.5	0.0
ENST00000468793.5	0.0
ENST00000477548.5	0.0
ENST00000339350.7	0.0
ENST00000378206.5	0.0
ENST00000475969.5	0.0
ENST00000486765.5	0.0
ENST00000361605.3	0.0
ENST00000474140.1	0.0
ENST00000442673.1	0.0
ENST00000642139.1	0.0
ENST00000637702.1	0.0
ENST00000466994.5	0.0
ENST00000377939.4	2.0
ENST00000496676.5	0.0
ENST00000343813.9	0.0
ENST00000377855.6	0.0
ENST00000377837.5	0.0
ENST00000471190.1	0.0
ENST00000377834.8	0.0
ENST00000513135.5	0.0
ENST00000377705.5	0.0
ENST00000462798.1	0.0
ENST00000377663.3	0.0
ENST00000610898.1	0.0
ENST00000432429.5	0.0
ENST00000641757.1	0.0
ENST00000476163.5	0.0
ENST00000433407.1	0.0
ENST00000615230.4	0.0
ENST00000497113.1	0.0
ENST00000641354.1	0.0
ENST00000642135.1	0.0
ENST00000399343.2	0.0
ENST00000337907.7	0.0
ENST00000480342.5	0.0
ENST00000464920.2	0.0
ENST00000497492.1	0.0
ENST00000414948.1	0.0
ENST00000425872.1	0.0
ENST00000583026.2	0.0
ENST00000377424.8	0.0
ENST00000377411.4	0.0
ENST00000635687.1	0.0
ENST00000632503.1	0.0
ENST00000377403.6	0.0
ENST00000495451.1	0.0
ENST00000641325.1	0.0
ENST00000641940.1	0.0
ENST00000641507.1	0.0
ENST00000302692.6	0.0
ENST00000536656.5	0.0
ENST00000628140.2	0.0
ENST00000377346.8	0.0
ENST00000377263.5	0.0
ENST00000403197.5	0.0
ENST00000377205.5	13.0
ENST00000462686.1	0.0
ENST00000496751.1	0.0
ENST00000413148.1	0.0
ENST00000315901.4	0.0
ENST00000253251.12	0.0
ENST00000466379.1	0.0
ENST00000377093.8	0.0
ENST00000263934.10	0.0
ENST00000377086.5	0.0
ENST00000377081.5	0.0
ENST00000620295.2	0.0
ENST00000622724.3	0.0
ENST00000641619.1	0.0
ENST00000641117.1	0.0
ENST00000483936.5	0.0
ENST00000309048.7	0.0
ENST00000462462.1	0.0
ENST00000377049.3	0.0
ENST00000377038.7	0.0
ENST00000424487.1	0.0
ENST00000472814.1	0.0
ENST00000473118.5	0.0
ENST00000240185.7	28.0
ENST00000639083.1	0.0
ENST00000639599.1	0.0
ENST00000629725.2	0.0
ENST00000439080.6	0.0
ENST00000613864.4	0.0
ENST00000476201.5	0.0
ENST00000472476.5	0.0
ENST00000621715.4	0.0
ENST00000315091.7	78.0
ENST00000473869.5	0.0
ENST00000638264.1	0.0
ENST00000621790.4	0.0
ENST00000616545.4	0.0
ENST00000622057.4	0.0
ENST00000617172.4	0.0
ENST00000618606.1	0.0
ENST00000611963.4	0.0
ENST00000620632.4	0.0
ENST00000619555.4	0.0
ENST00000610369.4	0.0
ENST00000614494.1	0.0
ENST00000477447.6	0.0
ENST00000620505.1	0.0
ENST00000621573.1	0.0
ENST00000611008.4	0.0
ENST00000613177.1	0.0
ENST00000496840.1	0.0
ENST00000617757.1	0.0
ENST00000480464.2	0.0
ENST00000614757.4	0.0
ENST00000611136.4	0.0
ENST00000612542.1	0.0
ENST00000622108.1	0.0
ENST00000620028.1	0.0
ENST00000478645.1	0.0
ENST00000480221.1	0.0
ENST00000474216.5	0.0
ENST00000498576.1	0.0
ENST00000460196.1	0.0
ENST00000376810.5	3.0
ENST00000376804.2	0.0
ENST00000486588.6	0.0
ENST00000483738.1	0.0
ENST00000642131.1	0.0
ENST00000642025.1	0.0
ENST00000376753.8	0.0
ENST00000474239.1	0.0
ENST00000294485.5	0.0
ENST00000433342.5	0.0
ENST00000484153.1	0.0
ENST00000312793.9	0.0
ENST00000444493.5	0.0
ENST00000475041.1	0.0
ENST00000376620.3	0.0
ENST00000376592.6	10.0
ENST00000376583.7	14.0
ENST00000376585.6	1.0
ENST00000376590.8	0.0
ENST00000641747.1	0.0
ENST00000641805.1	0.0
ENST00000641446.1	0.0
ENST00000641407.1	0.0
ENST00000641759.1	1.0
ENST00000641820.1	0.0
ENST00000641721.1	0.0
ENST00000376486.3	0.0
ENST00000641909.1	0.0
ENST00000641437.1	0.0
ENST00000418034.1	0.0
ENST00000423400.6	0.0
ENST00000431243.6	0.0
ENST00000642002.1	0.0
ENST00000376497.7	0.0
ENST00000481933.1	0.0
ENST00000460823.1	0.0
ENST00000496974.3	0.0
ENST00000376259.6	0.0
ENST00000492361.1	0.0
ENST00000453852.2	0.0
ENST00000614859.4	0.0
ENST00000616979.4	0.0
ENST00000614839.4	0.0
ENST00000506205.1	0.0
ENST00000510906.5	0.0
ENST00000487038.5	0.0
ENST00000491815.1	0.0
ENST00000404665.3	0.0
ENST00000358897.8	0.0
ENST00000459961.1	0.0
ENST00000477846.5	0.0
ENST00000472449.1	0.0
ENST00000428747.1	0.0
ENST00000427824.1	0.0
ENST00000375943.6	0.0
ENST00000497590.1	0.0
ENST00000616884.4	0.0
ENST00000375847.7	0.0
ENST00000475133.5	0.0
ENST00000495523.1	0.0
ENST00000606186.1	0.0
ENST00000375826.3	0.0
ENST00000428945.1	0.0
ENST00000480945.5	0.0
ENST00000294454.5	0.0
ENST00000375771.5	0.0
ENST00000375766.7	0.0
ENST00000441801.6	0.0
ENST00000332305.5	0.0
ENST00000317122.2	0.0
ENST00000444358.1	0.0
ENST00000329454.2	0.0
ENST00000491433.1	0.0
ENST00000478089.1	0.0
ENST00000466212.5	0.0
ENST00000496239.5	0.0
ENST00000263511.8	0.0
ENST00000591316.1	0.0
ENST00000415386.2	0.0
ENST00000430580.6	0.0
ENST00000432949.5	0.0
ENST00000392963.5	0.0
ENST00000633763.1	0.0
ENST00000438002.1	0.0
ENST00000453554.1	0.0
ENST00000384278.1	0.0
ENST00000326735.12	5.0
ENST00000341676.9	0.0
ENST00000452699.5	6.0
ENST00000466561.1	0.0
ENST00000502418.1	0.0
ENST00000503552.1	0.0
ENST00000463860.5	0.0
ENST00000502860.1	0.0
ENST00000617114.4	0.0
ENST00000506174.5	0.0
ENST00000510069.5	0.0
ENST00000511957.5	0.0
ENST00000508222.5	0.0
ENST00000509619.1	0.0
ENST00000485092.5	0.0
ENST00000375453.5	0.0
ENST00000596113.1	0.0
ENST00000538309.5	0.0
ENST00000375218.3	0.0
ENST00000417040.1	0.0
ENST00000477853.5	0.0
ENST00000480380.1	0.0
ENST00000375199.7	0.0
ENST00000461353.1	0.0
ENST00000330263.4	0.0
ENST00000420396.3	0.0
ENST00000375155.7	0.0
ENST00000469076.5	0.0
ENST00000617872.4	0.0
ENST00000322753.6	0.0
ENST00000602384.5	0.0
ENST00000289753.1	0.0
ENST00000375120.3	0.0
ENST00000489871.5	0.0
ENST00000375105.7	0.0
ENST00000429261.2	0.0
ENST00000473325.5	0.0
ENST00000443195.1	0.0
ENST00000451424.1	0.0
ENST00000415136.6	0.0
ENST00000602624.6	0.0
ENST00000375048.7	0.0
ENST00000312239.9	0.0
ENST00000375003.6	0.0
ENST00000438032.5	0.0
ENST00000516105.1	0.0
ENST00000415912.6	0.0
ENST00000357071.8	0.0
ENST00000453025.1	0.0
ENST00000454000.6	0.0
ENST00000318220.10	0.0
ENST00000342104.9	0.0
ENST00000486229.5	0.0
ENST00000318249.9	0.0
ENST00000434838.6	0.0
ENST00000619554.1	0.0
ENST00000469876.5	0.0
ENST00000477050.1	0.0
ENST00000374830.2	0.0
ENST00000464577.1	1.0
ENST00000486901.1	0.0
ENST00000374673.3	0.0
ENST00000634934.2	0.0
ENST00000635450.2	0.0
ENST00000452322.2	0.0
ENST00000400259.5	3.0
ENST00000344548.7	230.0
ENST00000315554.12	25.0
ENST00000498236.1	0.0
ENST00000411827.1	0.0
ENST00000166244.7	0.0
ENST00000314933.6	0.0
ENST00000481879.1	0.0
ENST00000641772.1	0.0
ENST00000427764.3	0.0
ENST00000518600.1	0.0
ENST00000361729.2	0.0
ENST00000495365.5	0.0
ENST00000374497.7	0.0
ENST00000374490.7	24.0
ENST00000436439.6	6.0
ENST00000374487.6	0.0
ENST00000235958.4	0.0
ENST00000509389.5	0.0
ENST00000496907.1	0.0
ENST00000513148.1	1.0
ENST00000479458.1	0.0
ENST00000374472.4	0.0
ENST00000341154.10	0.0
ENST00000343255.9	0.0
ENST00000492112.2	0.0
ENST00000485841.5	0.0
ENST00000439239.2	0.0
ENST00000338909.9	0.0
ENST00000374434.3	0.0
ENST00000327535.5	0.0
ENST00000374421.7	0.0
ENST00000356046.6	0.0
ENST00000468303.5	0.0
ENST00000339255.2	0.0
ENST00000374395.8	0.0
ENST00000374393.4	0.0
ENST00000374392.2	0.0
ENST00000486262.1	0.0
ENST00000468822.5	0.0
ENST00000488317.1	0.0
ENST00000455902.2	0.0
ENST00000236273.8	0.0
ENST00000476231.1	0.0
ENST00000641729.1	0.0
ENST00000450820.2	0.0
ENST00000566599.1	0.0
ENST00000328664.8	0.0
ENST00000622561.4	0.0
ENST00000374358.4	0.0
ENST00000498135.5	0.0
ENST00000491936.5	0.0
ENST00000480937.5	8.0
ENST00000468704.1	0.0
ENST00000488127.1	0.0
ENST00000374329.1	0.0
ENST00000354177.8	0.0
ENST00000361547.6	0.0
ENST00000374315.1	0.0
ENST00000630065.2	0.0
ENST00000529116.5	0.0
ENST00000466284.1	0.0
ENST00000374296.3	0.0
ENST00000513116.1	0.0
ENST00000465604.1	0.0
ENST00000580971.1	0.0
ENST00000374282.7	0.0
ENST00000374284.5	0.0
ENST00000374278.7	0.0
ENST00000374271.8	0.0
ENST00000374268.4	0.0
ENST00000528001.1	0.0
ENST00000451482.1	0.0
ENST00000622820.1	0.0
ENST00000326279.10	0.0
ENST00000525546.5	0.0
ENST00000468388.5	0.0
ENST00000479815.5	0.0
ENST00000460563.5	0.0
ENST00000464888.5	0.0
ENST00000463817.5	0.0
ENST00000619352.4	0.0
ENST00000467700.5	0.0
ENST00000361427.5	339.0
ENST00000466194.1	0.0
ENST00000493418.1	0.0
ENST00000526792.5	0.0
ENST00000530607.1	0.0
ENST00000430799.7	0.0
ENST00000637465.1	0.0
ENST00000324856.12	52.0
ENST00000457599.6	0.0
ENST00000524572.1	0.0
ENST00000374152.7	0.0
ENST00000615191.4	0.0
ENST00000636219.1	93.0
ENST00000636958.1	0.0
ENST00000636422.1	0.0
ENST00000430291.2	0.0
ENST00000636110.1	0.0
ENST00000636072.1	0.0
ENST00000466382.2	5.0
ENST00000636794.1	0.0
ENST00000532781.1	0.0
ENST00000637788.1	0.0
ENST00000374135.8	0.0
ENST00000445019.5	0.0
ENST00000321265.9	0.0
ENST00000374086.3	0.0
ENST00000516289.1	0.0
ENST00000475199.1	0.0
ENST00000495230.1	0.0
ENST00000247087.10	0.0
ENST00000629895.1	0.0
ENST00000373954.10	0.0
ENST00000234549.11	0.0
ENST00000373949.5	0.0
ENST00000373871.7	36.0
ENST00000540618.5	0.0
ENST00000436342.6	0.0
ENST00000373864.5	0.0
ENST00000373863.3	0.0
ENST00000495923.5	0.0
ENST00000471498.5	0.0
ENST00000468665.1	0.0
ENST00000436160.1	1.0
ENST00000373857.7	0.0
ENST00000539896.1	0.0
ENST00000263697.5	0.0
ENST00000489277.5	0.0
ENST00000470967.1	0.0
ENST00000482674.5	1.0
ENST00000488868.1	0.0
ENST00000604716.1	0.0
ENST00000373842.8	0.0
ENST00000373839.7	0.0
ENST00000632421.1	0.0
ENST00000463428.5	0.0
ENST00000478232.1	0.0
ENST00000413987.1	0.0
ENST00000437681.1	0.0
ENST00000624273.1	0.0
ENST00000411406.3	0.0
ENST00000495422.1	0.0
ENST00000373826.3	0.0
ENST00000427804.1	0.0
ENST00000373816.5	0.0
ENST00000468863.1	0.0
ENST00000234961.6	0.0
ENST00000642260.1	0.0
ENST00000647103.1	48.0
ENST00000343067.8	0.0
ENST00000356093.6	0.0
ENST00000646189.1	0.0
ENST00000644342.1	0.0
ENST00000646800.1	0.0
ENST00000482464.6	0.0
ENST00000642937.1	0.0
ENST00000373800.7	0.0
ENST00000643155.1	0.0
ENST00000347529.7	0.0
ENST00000646260.1	0.0
ENST00000373798.5	0.0
ENST00000644600.1	0.0
ENST00000643173.1	0.0
ENST00000644780.1	0.0
ENST00000643604.1	0.0
ENST00000373797.2	0.0
ENST00000349460.9	0.0
ENST00000645184.1	0.0
ENST00000645111.1	0.0
ENST00000645999.1	0.0
ENST00000643302.1	0.0
ENST00000642643.1	0.0
ENST00000636666.1	0.0
ENST00000644848.1	0.0
ENST00000644470.1	0.0
ENST00000646871.1	0.0
ENST00000488277.1	0.0
ENST00000490308.2	1.0
ENST00000460378.1	0.0
ENST00000462032.1	0.0
ENST00000619772.1	0.0
ENST00000521452.1	0.0
ENST00000420504.2	0.0
ENST00000634348.1	0.0
ENST00000622143.1	0.0
ENST00000578099.2	0.0
ENST00000463988.1	0.0
ENST00000546109.5	0.0
ENST00000640623.1	0.0
ENST00000463112.1	0.0
ENST00000485464.5	0.0
ENST00000373706.9	0.0
ENST00000609549.5	0.0
ENST00000591592.5	0.0
ENST00000468459.5	0.0
ENST00000531039.5	0.0
ENST00000453837.1	0.0
ENST00000602889.1	0.0
ENST00000647444.1	0.0
ENST00000468531.1	0.0
ENST00000534796.5	0.0
ENST00000532289.1	0.0
ENST00000526960.1	0.0
ENST00000524384.5	0.0
ENST00000528840.1	0.0
ENST00000494444.2	0.0
ENST00000529477.5	0.0
ENST00000533408.1	13.0
ENST00000475464.1	0.0
ENST00000641788.1	0.0
ENST00000366152.3	0.0
ENST00000373625.7	0.0
ENST00000537469.2	0.0
ENST00000487174.1	0.0
ENST00000355082.9	0.0
ENST00000373586.1	179.0
ENST00000489353.5	0.0
ENST00000471486.5	0.0
ENST00000483517.5	0.0
ENST00000474371.1	0.0
ENST00000469956.1	0.0
ENST00000609129.1	1.0
ENST00000373510.8	0.0
ENST00000498691.5	0.0
ENST00000473383.1	0.0
ENST00000466361.1	0.0
ENST00000414241.7	0.0
ENST00000373493.9	54.0
ENST00000527118.5	0.0
ENST00000401893.7	6.0
ENST00000524393.5	0.0
ENST00000526193.5	0.0
ENST00000492348.6	41.0
ENST00000525506.1	2.0
ENST00000465780.1	0.0
ENST00000373485.5	3.0
ENST00000477563.6	0.0
ENST00000458695.6	0.0
ENST00000490500.5	0.0
ENST00000445722.2	0.0
ENST00000475321.5	0.0
ENST00000531983.1	0.0
ENST00000463378.5	0.0
ENST00000460669.5	0.0
ENST00000482190.1	0.0
ENST00000409190.7	0.0
ENST00000373484.4	0.0
ENST00000373480.1	0.0
ENST00000487404.5	0.0
ENST00000373476.5	0.0
ENST00000373475.9	0.0
ENST00000356689.7	0.0
ENST00000633169.1	0.0
ENST00000623226.1	0.0
ENST00000629371.2	3.0
ENST00000373449.6	173.0
ENST00000548033.5	21.0
ENST00000482191.1	0.0
ENST00000491241.1	0.0
ENST00000467905.5	14.0
ENST00000480134.5	0.0
ENST00000354858.10	23.0
ENST00000550338.5	3.0
ENST00000469238.1	0.0
ENST00000466029.1	0.0
ENST00000487289.1	0.0
ENST00000548559.1	0.0
ENST00000551979.1	0.0
ENST00000626911.1	0.0
ENST00000462920.5	0.0
ENST00000624339.1	0.0
ENST00000641271.1	0.0
ENST00000483388.5	0.0
ENST00000624012.1	0.0
ENST00000489419.1	0.0
ENST00000373377.1	0.0
ENST00000521580.2	0.0
ENST00000493328.5	0.0
ENST00000468598.5	20.0
ENST00000460428.5	0.0
ENST00000470472.5	0.0
ENST00000466745.5	0.0
ENST00000466213.5	3.0
ENST00000490668.5	0.0
ENST00000485365.1	0.0
ENST00000485454.1	0.0
ENST00000357214.5	0.0
ENST00000492456.1	0.0
ENST00000610617.1	0.0
ENST00000325722.7	0.0
ENST00000373266.8	0.0
ENST00000621781.4	0.0
ENST00000503824.1	0.0
ENST00000251195.9	0.0
ENST00000373210.3	0.0
ENST00000373206.5	0.0
ENST00000373204.5	0.0
ENST00000635259.1	0.0
ENST00000324350.9	0.0
ENST00000373191.8	20.0
ENST00000397828.3	0.0
ENST00000634486.1	1.0
ENST00000246314.10	5.0
ENST00000491443.2	0.0
ENST00000479395.2	1.0
ENST00000579043.2	0.0
ENST00000496636.1	0.0
ENST00000364578.1	0.0
ENST00000488606.5	0.0
ENST00000462067.1	0.0
ENST00000487540.6	0.0
ENST00000526980.5	0.0
ENST00000641463.1	0.0
ENST00000296215.7	0.0
ENST00000638725.1	0.0
ENST00000490029.1	0.0
ENST00000373062.7	63.0
ENST00000462812.5	0.0
ENST00000479255.1	0.0
ENST00000538069.2	0.0
ENST00000469191.1	0.0
ENST00000489146.1	0.0
ENST00000463351.1	0.0
ENST00000488496.1	0.0
ENST00000641190.1	0.0
ENST00000486637.1	0.0
ENST00000488137.5	0.0
ENST00000319637.6	0.0
ENST00000373036.4	0.0
ENST00000419993.1	0.0
ENST00000373027.5	0.0
ENST00000458109.6	0.0
ENST00000373023.6	0.0
ENST00000373021.1	0.0
ENST00000491406.2	0.0
ENST00000516639.1	0.0
ENST00000616313.1	0.0
ENST00000373019.4	55.0
ENST00000460925.1	0.0
ENST00000489537.5	0.0
ENST00000461869.5	0.0
ENST00000470585.5	0.0
ENST00000488934.1	0.0
ENST00000462258.1	0.0
ENST00000373014.4	0.0
ENST00000442006.2	0.0
ENST00000474456.1	0.0
ENST00000372990.5	0.0
ENST00000432648.7	0.0
ENST00000480624.5	0.0
ENST00000484393.1	0.0
ENST00000476350.1	0.0
ENST00000487656.1	0.0
ENST00000360115.8	0.0
ENST00000458207.5	0.0
ENST00000513632.2	0.0
ENST00000495526.5	0.0
ENST00000482751.5	0.0
ENST00000372827.7	0.0
ENST00000372811.9	0.0
ENST00000372797.7	0.0
ENST00000372802.5	0.0
ENST00000449311.5	0.0
ENST00000421589.5	0.0
ENST00000414893.5	3.0
ENST00000414281.5	0.0
ENST00000420216.5	0.0
ENST00000372792.6	0.0
ENST00000372798.5	0.0
ENST00000340450.7	271.0
ENST00000372805.7	0.0
ENST00000435719.5	0.0
ENST00000427843.5	0.0
ENST00000417287.5	0.0
ENST00000424977.1	0.0
ENST00000446031.1	0.0
ENST00000479759.5	0.0
ENST00000461993.1	0.0
ENST00000494114.1	0.0
ENST00000642050.1	0.0
ENST00000474142.1	0.0
ENST00000447743.1	0.0
ENST00000392713.3	0.0
ENST00000296380.8	0.0
ENST00000372697.7	0.0
ENST00000372696.3	0.0
ENST00000472043.1	0.0
ENST00000467203.5	0.0
ENST00000424419.6	0.0
ENST00000427410.6	0.0
ENST00000447388.7	26.0
ENST00000425457.6	0.0
ENST00000453631.5	0.0
ENST00000456393.6	0.0
ENST00000372654.5	0.0
ENST00000534399.5	0.0
ENST00000372653.5	0.0
ENST00000372669.8	0.0
ENST00000372652.5	0.0
ENST00000372651.5	5.0
ENST00000531464.5	0.0
ENST00000440226.7	1.0
ENST00000525290.5	0.0
ENST00000530965.5	0.0
ENST00000416859.6	0.0
ENST00000308733.9	0.0
ENST00000414185.1	0.0
ENST00000525349.1	0.0
ENST00000488635.1	0.0
ENST00000496608.1	0.0
ENST00000463285.5	0.0
ENST00000626479.1	0.0
ENST00000482530.1	0.0
ENST00000372587.4	0.0
ENST00000372571.5	0.0
ENST00000372572.5	0.0
ENST00000372573.5	0.0
ENST00000545068.5	0.0
ENST00000361776.5	0.0
ENST00000361346.5	0.0
ENST00000454417.1	0.0
ENST00000340612.5	0.0
ENST00000495044.5	0.0
ENST00000342022.8	0.0
ENST00000514642.1	0.0
ENST00000426743.1	0.0
ENST00000424567.1	0.0
ENST00000296387.5	0.0
ENST00000539749.5	0.0
ENST00000492956.1	0.0
ENST00000372525.6	0.0
ENST00000637012.1	0.0
ENST00000642150.1	0.0
ENST00000425076.1	0.0
ENST00000426263.8	35.0
ENST00000630287.2	46.0
ENST00000475162.3	0.0
ENST00000625233.2	0.0
ENST00000372500.4	0.0
ENST00000415851.6	0.0
ENST00000630821.1	0.0
ENST00000460369.3	0.0
ENST00000474566.1	0.0
ENST00000432792.6	0.0
ENST00000523677.5	0.0
ENST00000461061.1	0.0
ENST00000473014.1	0.0
ENST00000372457.8	0.0
ENST00000357658.4	0.0
ENST00000359947.8	1.0
ENST00000438120.5	0.0
ENST00000436724.5	0.0
ENST00000372405.1	0.0
ENST00000412568.6	0.0
ENST00000429895.5	2.0
ENST00000414879.5	0.0
ENST00000496447.5	0.0
ENST00000372407.4	0.0
ENST00000477970.1	0.0
ENST00000372396.3	0.0
ENST00000398804.7	0.0
ENST00000418149.1	0.0
ENST00000347631.7	0.0
ENST00000335430.10	0.0
ENST00000484868.2	0.0
ENST00000645034.1	0.0
ENST00000643813.1	0.0
ENST00000645670.1	0.0
ENST00000495482.2	0.0
ENST00000437753.1	0.0
ENST00000471394.6	0.0
ENST00000534655.1	0.0
ENST00000498543.1	0.0
ENST00000486064.5	0.0
ENST00000453688.5	0.0
ENST00000630008.2	0.0
ENST00000627999.1	0.0
ENST00000625982.1	0.0
ENST00000446292.5	0.0
ENST00000372290.4	0.0
ENST00000496262.1	0.0
ENST00000488865.2	0.0
ENST00000372243.7	0.0
ENST00000362507.1	0.0
ENST00000452259.5	0.0
ENST00000372224.8	87.0
ENST00000493027.5	0.0
ENST00000455186.5	0.0
ENST00000480574.1	0.0
ENST00000372217.5	0.0
ENST00000423289.1	0.0
ENST00000472235.1	0.0
ENST00000440985.5	0.0
ENST00000428791.1	0.0
ENST00000372207.3	0.0
ENST00000465443.5	0.0
ENST00000461769.1	0.0
ENST00000493100.1	0.0
ENST00000485668.5	0.0
ENST00000497010.1	0.0
ENST00000596009.1	0.0
ENST00000246337.8	34.0
ENST00000491773.5	0.0
ENST00000463092.5	0.0
ENST00000636293.1	0.0
ENST00000636836.1	0.0
ENST00000461035.5	0.0
ENST00000491300.5	0.0
ENST00000434478.5	0.0
ENST00000494399.5	0.0
ENST00000460334.5	0.0
ENST00000462688.5	0.0
ENST00000460906.5	0.0
ENST00000490385.5	0.0
ENST00000469548.5	0.0
ENST00000486699.5	0.0
ENST00000478467.5	0.0
ENST00000428106.1	0.0
ENST00000496439.1	0.0
ENST00000473012.1	0.0
ENST00000472254.1	0.0
ENST00000466193.1	0.0
ENST00000465678.1	0.0
ENST00000485271.5	0.0
ENST00000450313.5	0.0
ENST00000525160.5	0.0
ENST00000483642.5	0.0
ENST00000481139.5	0.0
ENST00000485484.5	0.0
ENST00000534453.1	0.0
ENST00000629009.2	0.0
ENST00000401061.8	0.0
ENST00000424390.1	0.0
ENST00000446155.1	0.0
ENST00000473038.5	0.0
ENST00000629041.1	0.0
ENST00000437901.6	0.0
ENST00000537798.5	0.0
ENST00000437362.6	0.0
ENST00000464190.6	0.0
ENST00000528084.5	0.0
ENST00000527359.5	0.0
ENST00000530840.5	0.0
ENST00000531532.5	0.0
ENST00000529333.5	0.0
ENST00000527470.5	0.0
ENST00000525515.5	0.0
ENST00000453748.5	9.0
ENST00000528238.5	0.0
ENST00000534101.1	0.0
ENST00000350030.7	3.0
ENST00000470768.5	0.0
ENST00000372052.8	0.0
ENST00000629893.1	0.0
ENST00000351223.7	0.0
ENST00000530073.5	0.0
ENST00000481782.1	0.0
ENST00000531612.5	0.0
ENST00000527932.1	0.0
ENST00000479235.5	0.0
ENST00000290795.7	74.0
ENST00000355105.7	10.0
ENST00000467032.1	0.0
ENST00000487436.1	0.0
ENST00000468724.1	0.0
ENST00000498128.1	0.0
ENST00000496278.1	0.0
ENST00000495616.1	0.0
ENST00000488278.5	0.0
ENST00000480941.1	0.0
ENST00000480083.5	0.0
ENST00000493083.5	0.0
ENST00000460859.1	0.0
ENST00000432472.1	0.0
ENST00000437848.1	0.0
ENST00000463059.1	0.0
ENST00000498668.1	0.0
ENST00000477968.1	0.0
ENST00000262741.9	16.0
